Bits	Prep	Calc	Clean	Pre_Cuda	 Post_CUDA	GPU	CPU			
8496	0,003751	0,000224	0,000331	0,002465	0,000191	0,006969	0,000022			
8520	0,002143	0,000201	0,000201	0,002493	0,000193	0,005239	0,000022			
8544	0,003658	0,000257	0,000328	0,002485	0,000192	0,006927	0,000022			
8568	0,003449	0,000252	0,000312	0,002508	0,000195	0,006723	0,000022			
8592	0,003678	0,000257	0,000331	0,002502	0,000193	0,006968	0,000022			
8616	0,003835	0,000279	0,000335	0,002515	0,000195	0,007167	0,000022			
8640	0,001908	0,000198	0,000193	0,002536	0,000196	0,005037	0,000022			
8664	0,003813	0,000285	0,000333	0,002580	0,000199	0,007217	0,000022			
8688	0,003323	0,000256	0,000293	0,002554	0,000196	0,006629	0,000022			
8712	0,002229	0,000189	0,000211	0,002569	0,000199	0,005404	0,000022			
8736	0,003894	0,000281	0,000339	0,002614	0,000200	0,007336	0,000023			
8760	0,003855	0,000276	0,000334	0,002594	0,000198	0,007265	0,000022			
8784	0,003486	0,000264	0,000313	0,002616	0,000202	0,006889	0,000023			
8808	0,002785	0,000248	0,000258	0,002606	0,000200	0,006105	0,000022			
8832	0,003876	0,000276	0,000335	0,002620	0,000201	0,007316	0,000022			
8856	0,001803	0,000191	0,000177	0,002644	0,000202	0,005024	0,000022			
8880	0,002775	0,000214	0,000254	0,002648	0,000201	0,006099	0,000022			
8904	0,003448	0,000266	0,000316	0,002705	0,000206	0,006949	0,000023			
8928	0,002434	0,000221	0,000218	0,002687	0,000204	0,005772	0,000023			
8952	0,002202	0,000222	0,000211	0,002686	0,000205	0,005534	0,000022			
8976	0,003980	0,000326	0,000336	0,002705	0,000205	0,007560	0,000023			
9000	0,003365	0,000304	0,000289	0,002725	0,000208	0,006898	0,000023			
9024	0,002189	0,000216	0,000217	0,002735	0,000206	0,005570	0,000022			
9048	0,004026	0,000326	0,000342	0,002730	0,000206	0,007638	0,000022			
9072	0,003936	0,000337	0,000337	0,002738	0,000206	0,007563	0,000023			
9096	0,002669	0,000261	0,000249	0,002791	0,000209	0,006188	0,000023			
9120	0,003540	0,000301	0,000307	0,002770	0,000208	0,007134	0,000022			
9144	0,003822	0,000320	0,000329	0,002814	0,000210	0,007502	0,000023			
9168	0,002471	0,000263	0,000218	0,002838	0,000212	0,006010	0,000022			
9192	0,004034	0,000332	0,000342	0,002813	0,000210	0,007738	0,000022			
9216	0,002788	0,000255	0,000247	0,002809	0,000210	0,006316	0,000022			
9240	0,002459	0,000252	0,000225	0,002823	0,000211	0,005977	0,000023			
9264	0,003891	0,000323	0,000333	0,002855	0,000212	0,007622	0,000023			
9288	0,003942	0,000322	0,000331	0,002853	0,000212	0,007668	0,000023			
9312	0,004040	0,000330	0,000343	0,002867	0,000212	0,007800	0,000023			
9336	0,004044	0,000326	0,000336	0,002878	0,000214	0,007806	0,000023			
9360	0,003875	0,000232	0,000332	0,002912	0,000216	0,007574	0,000023			
9384	0,001912	0,000175	0,000188	0,002890	0,000215	0,005387	0,000023			
9408	0,002430	0,000201	0,000222	0,002907	0,000216	0,005984	0,000023			
9432	0,003012	0,000214	0,000267	0,002928	0,000216	0,006645	0,000023			
9456	0,002501	0,000214	0,000232	0,002927	0,000218	0,006101	0,000023			
9480	0,003855	0,000232	0,000332	0,002946	0,000216	0,007589	0,000023			
9504	0,003848	0,000232	0,000330	0,002961	0,000218	0,007597	0,000023			
9528	0,003866	0,000236	0,000336	0,002971	0,000219	0,007635	0,000023			
9552	0,003250	0,000222	0,000285	0,002992	0,000221	0,006977	0,000023			
9576	0,002261	0,000182	0,000217	0,002999	0,000222	0,005887	0,000023			
9600	0,001893	0,000199	0,000183	0,003016	0,000220	0,005519	0,000023			
9624	0,003690	0,000197	0,000338	0,003072	0,000225	0,007530	0,000024			
9648	0,002684	0,000199	0,000245	0,003049	0,000222	0,006407	0,000023			
9672	0,002191	0,000176	0,000206	0,003066	0,000224	0,005871	0,000023			
9696	0,003894	0,000236	0,000337	0,003062	0,000224	0,007760	0,000023			
9720	0,002042	0,000220	0,000193	0,003084	0,000224	0,005771	0,000023			
9744	0,003920	0,000237	0,000339	0,003107	0,000227	0,007838	0,000023			
9768	0,003608	0,000233	0,000308	0,003111	0,000227	0,007495	0,000023			
9792	0,002448	0,000220	0,000235	0,003132	0,000227	0,006271	0,000023			
9816	0,003910	0,000236	0,000334	0,003123	0,000226	0,007836	0,000023			
9840	0,003857	0,000234	0,000331	0,003147	0,000229	0,007806	0,000023			
9864	0,003211	0,000234	0,000281	0,003145	0,000228	0,007107	0,000023			
9888	0,003809	0,000233	0,000329	0,003172	0,000228	0,007779	0,000023			
9912	0,003888	0,000235	0,000333	0,003194	0,000230	0,007888	0,000023			
9936	0,003753	0,000237	0,000333	0,003193	0,000230	0,007754	0,000023			
9960	0,003928	0,000236	0,000337	0,003205	0,000232	0,007946	0,000023			
9984	0,003987	0,000285	0,000338	0,003230	0,000231	0,008078	0,000023			
10008	0,003984	0,000288	0,000344	0,003239	0,000232	0,008093	0,000023			
10032	0,003993	0,000287	0,000337	0,003282	0,000235	0,008142	0,000023			
10056	0,003954	0,000283	0,000335	0,003266	0,000235	0,008081	0,000023			
10080	0,003410	0,000261	0,000296	0,003286	0,000235	0,007496	0,000023			
10104	0,002622	0,000220	0,000237	0,003275	0,000234	0,006596	0,000023			
10128	0,003800	0,000228	0,000324	0,003299	0,000235	0,007894	0,000023			
10152	0,003910	0,000230	0,000332	0,003300	0,000236	0,008016	0,000023			
10176	0,003848	0,000232	0,000340	0,003315	0,000236	0,007978	0,000023			
10200	0,002669	0,000186	0,000245	0,003329	0,000237	0,006674	0,000023			
10224	0,002416	0,000216	0,000218	0,003342	0,000238	0,006439	0,000023			
10248	0,003983	0,000282	0,000334	0,003364	0,000239	0,008210	0,000024			
10272	0,003975	0,000283	0,000337	0,003375	0,000240	0,008217	0,000024			
10296	0,003131	0,000255	0,000273	0,003382	0,000240	0,007288	0,000024			
10320	0,003974	0,000284	0,000337	0,003401	0,000241	0,008245	0,000025			
10344	0,003983	0,000284	0,000335	0,003407	0,000241	0,008258	0,000024			
10368	0,004014	0,000285	0,000338	0,003451	0,000246	0,008341	0,000025			
10392	0,003083	0,000194	0,000279	0,003487	0,000249	0,007300	0,000026			
10416	0,002345	0,000174	0,000226	0,003454	0,000244	0,006451	0,000024			
10440	0,003824	0,000199	0,000334	0,003487	0,000245	0,008096	0,000024			
10464	0,002156	0,000214	0,000199	0,003515	0,000245	0,006338	0,000024			
10488	0,002982	0,000192	0,000268	0,003494	0,000248	0,007194	0,000024			
10512	0,003533	0,000197	0,000312	0,003513	0,000248	0,007811	0,000024			
10536	0,002605	0,000193	0,000242	0,003533	0,000249	0,006830	0,000024			
10560	0,001834	0,000170	0,000204	0,003547	0,000250	0,006014	0,000025			
10584	0,002456	0,000187	0,000226	0,003554	0,000251	0,006683	0,000025			
10608	0,003263	0,000186	0,000297	0,003569	0,000250	0,007573	0,000025			
10632	0,002550	0,000201	0,000242	0,003654	0,000256	0,006912	0,000025			
10656	0,003973	0,000236	0,000336	0,003580	0,000250	0,008383	0,000024			
10680	0,003990	0,000237	0,000334	0,003594	0,000251	0,008413	0,000024			
10704	0,003997	0,000236	0,000334	0,003613	0,000252	0,008441	0,000024			
10728	0,003002	0,000232	0,000263	0,003630	0,000252	0,007387	0,000024			
10752	0,002523	0,000204	0,000230	0,003644	0,000256	0,006865	0,000024			
10776	0,003905	0,000288	0,000332	0,003666	0,000254	0,008452	0,000024			
10800	0,004017	0,000294	0,000338	0,003685	0,000256	0,008598	0,000025			
10824	0,004019	0,000292	0,000342	0,003698	0,000260	0,008618	0,000025			
10848	0,002590	0,000229	0,000238	0,003707	0,000257	0,007028	0,000025			
10872	0,004016	0,000292	0,000337	0,003723	0,000258	0,008634	0,000024			
10896	0,002050	0,000201	0,000196	0,003745	0,000261	0,006461	0,000025			
10920	0,004090	0,000293	0,000340	0,003753	0,000259	0,008743	0,000025			
10944	0,003643	0,000276	0,000308	0,003776	0,000263	0,008274	0,000025			
10968	0,002327	0,000218	0,000216	0,003775	0,000262	0,006806	0,000025			
10992	0,004058	0,000293	0,000337	0,003791	0,000260	0,008746	0,000025			
11016	0,003740	0,000281	0,000324	0,003801	0,000261	0,008414	0,000025			
11040	0,004057	0,000293	0,000338	0,003819	0,000260	0,008775	0,000024			
11064	0,003765	0,000282	0,000314	0,003831	0,000262	0,008462	0,000025			
11088	0,003854	0,000282	0,000324	0,003871	0,000265	0,008603	0,000025			
11112	0,003975	0,000289	0,000332	0,003885	0,000264	0,008752	0,000025			
11136	0,004114	0,000297	0,000344	0,003879	0,000267	0,008909	0,000025			
11160	0,002931	0,000253	0,000253	0,003882	0,000267	0,007594	0,000025			
11184	0,001993	0,000206	0,000190	0,003917	0,000269	0,006584	0,000025			
11208	0,004080	0,000295	0,000338	0,003917	0,000266	0,008904	0,000025			
11232	0,002602	0,000191	0,000239	0,003947	0,000268	0,007254	0,000024			
11256	0,003602	0,000210	0,000314	0,004084	0,000278	0,008497	0,000026			
11280	0,003657	0,000205	0,000322	0,003979	0,000271	0,008441	0,000025			
11304	0,001839	0,000151	0,000187	0,003963	0,000269	0,006417	0,000025			
11328	0,002553	0,000211	0,000231	0,003977	0,000271	0,007250	0,000026			
11352	0,003045	0,000194	0,000269	0,003995	0,000271	0,007782	0,000025			
11376	0,003700	0,000201	0,000319	0,004002	0,000270	0,008498	0,000025			
11400	0,002195	0,000200	0,000204	0,004019	0,000271	0,006897	0,000025			
11424	0,003892	0,000203	0,000333	0,004027	0,000273	0,008736	0,000025			
11448	0,003924	0,000211	0,000336	0,004043	0,000274	0,008796	0,000025			
11472	0,003912	0,000204	0,000337	0,004083	0,000274	0,008818	0,000025			
11496	0,004059	0,000239	0,000333	0,004063	0,000275	0,008976	0,000025			
11520	0,002163	0,000213	0,000199	0,004112	0,000276	0,006972	0,000025			
11544	0,004019	0,000238	0,000331	0,004112	0,000276	0,008983	0,000025			
11568	0,003570	0,000224	0,000300	0,004125	0,000278	0,008505	0,000025			
11592	0,004051	0,000256	0,000344	0,004132	0,000277	0,009067	0,000025			
11616	0,004016	0,000240	0,000331	0,004152	0,000279	0,009024	0,000025			
11640	0,001789	0,000190	0,000172	0,004177	0,000280	0,006615	0,000025			
11664	0,004145	0,000243	0,000343	0,004288	0,000286	0,009314	0,000026			
11688	0,003144	0,000218	0,000268	0,004214	0,000281	0,008133	0,000025			
11712	0,002212	0,000196	0,000204	0,004211	0,000283	0,007115	0,000025			
11736	0,004086	0,000240	0,000335	0,004229	0,000283	0,009180	0,000025			
11760	0,002793	0,000225	0,000247	0,004240	0,000282	0,007795	0,000025			
11784	0,004052	0,000255	0,000340	0,004239	0,000283	0,009177	0,000025			
11808	0,002690	0,000207	0,000237	0,004324	0,000287	0,007753	0,000025			
11832	0,004100	0,000239	0,000336	0,004292	0,000283	0,009258	0,000025			
11856	0,001988	0,000165	0,000203	0,004398	0,000289	0,007052	0,000026			
11880	0,003816	0,000236	0,000315	0,004334	0,000287	0,008995	0,000026			
11904	0,003089	0,000200	0,000273	0,004353	0,000291	0,008213	0,000026			
11928	0,002454	0,000205	0,000217	0,004346	0,000289	0,007519	0,000025			
11952	0,004004	0,000239	0,000331	0,004352	0,000288	0,009223	0,000025			
11976	0,003261	0,000225	0,000367	0,004440	0,000289	0,008591	0,000025			
12000	0,003695	0,000240	0,000413	0,004452	0,000289	0,009098	0,000025			
12024	0,004057	0,000240	0,000472	0,004400	0,000288	0,009465	0,000025			
12048	0,002070	0,000196	0,000231	0,004401	0,000290	0,007196	0,000026			
12072	0,002347	0,000198	0,000262	0,004448	0,000294	0,007558	0,000025			
12096	0,004324	0,000245	0,000491	0,004461	0,000292	0,009822	0,000026			
12120	0,002545	0,000224	0,000283	0,004447	0,000294	0,007801	0,000025			
12144	0,004302	0,000331	0,000479	0,004482	0,000294	0,009897	0,000026			
12168	0,002052	0,000217	0,000225	0,004512	0,000294	0,007309	0,000025			
12192	0,004464	0,000335	0,000494	0,004512	0,000294	0,010109	0,000025			
12216	0,004415	0,000331	0,000487	0,004527	0,000294	0,010063	0,000025			
12240	0,002664	0,000247	0,000295	0,004542	0,000296	0,008053	0,000025			
12264	0,002230	0,000222	0,000245	0,004551	0,000300	0,007556	0,000026			
12288	0,004378	0,000330	0,000480	0,004570	0,000299	0,010065	0,000025			
12312	0,003607	0,000292	0,000396	0,004612	0,000301	0,009217	0,000029			
12336	0,003867	0,000301	0,000430	0,004595	0,000299	0,009500	0,000028			
12360	0,002208	0,000201	0,000261	0,004640	0,000302	0,007620	0,000028			
12384	0,004447	0,000340	0,000494	0,004640	0,000301	0,010231	0,000029			
12408	0,003177	0,000269	0,000343	0,004645	0,000303	0,008746	0,000029			
12432	0,004453	0,000337	0,000497	0,004660	0,000303	0,010258	0,000029			
12456	0,002782	0,000262	0,000282	0,004682	0,000304	0,008320	0,000029			
12480	0,002214	0,000209	0,000250	0,004726	0,000305	0,007713	0,000028			
12504	0,004476	0,000346	0,000497	0,004742	0,000309	0,010378	0,000029			
12528	0,003706	0,000302	0,000402	0,004749	0,000306	0,009474	0,000029			
12552	0,004475	0,000339	0,000489	0,004750	0,000307	0,010368	0,000029			
12576	0,004457	0,000337	0,000487	0,004768	0,000307	0,010365	0,000029			
12600	0,004362	0,000331	0,000474	0,004805	0,000308	0,010288	0,000029			
12624	0,003381	0,000283	0,000372	0,004804	0,000307	0,009155	0,000029			
12648	0,002679	0,000240	0,000286	0,004818	0,000308	0,008340	0,000029			
12672	0,002770	0,000251	0,000299	0,004892	0,000311	0,008533	0,000029			
12696	0,002209	0,000234	0,000222	0,004878	0,000310	0,007861	0,000029			
12720	0,004780	0,000351	0,000530	0,004997	0,000321	0,010988	0,000031			
12744	0,004741	0,000349	0,000519	0,005025	0,000317	0,010962	0,000030			
12768	0,002609	0,000214	0,000290	0,005007	0,000317	0,008445	0,000029			
12792	0,004252	0,000259	0,000485	0,005000	0,000316	0,010320	0,000029			
12816	0,004366	0,000283	0,000501	0,005188	0,000331	0,010680	0,000031			
12840	0,004546	0,000263	0,000541	0,005122	0,000323	0,010805	0,000031			
12864	0,004194	0,000272	0,000473	0,005287	0,000337	0,010574	0,000032			
12888	0,003001	0,000242	0,000342	0,005534	0,000350	0,009482	0,000035			
12912	0,001808	0,000175	0,000213	0,005065	0,000317	0,007587	0,000029			
12936	0,002858	0,000211	0,000329	0,005053	0,000319	0,008778	0,000029			
12960	0,003674	0,000208	0,000425	0,005058	0,000318	0,009692	0,000029			
12984	0,004161	0,000224	0,000488	0,005062	0,000317	0,010260	0,000029			
13008	0,002121	0,000193	0,000242	0,005091	0,000319	0,007975	0,000029			
13032	0,004142	0,000220	0,000487	0,005102	0,000320	0,010280	0,000029			
13056	0,004179	0,000221	0,000483	0,005109	0,000323	0,010323	0,000029			
13080	0,003106	0,000204	0,000367	0,005136	0,000322	0,009142	0,000029			
13104	0,004004	0,000219	0,000463	0,005159	0,000323	0,010176	0,000029			
13128	0,002154	0,000190	0,000250	0,005172	0,000323	0,008096	0,000029			
13152	0,002665	0,000195	0,000304	0,005185	0,000322	0,008679	0,000029			
13176	0,004159	0,000221	0,000482	0,005222	0,000324	0,010415	0,000029			
13200	0,004195	0,000225	0,000489	0,005221	0,000324	0,010461	0,000029			
13224	0,004246	0,000226	0,000487	0,005298	0,000327	0,010594	0,000030			
13248	0,004206	0,000221	0,000484	0,005285	0,000328	0,010532	0,000029			
13272	0,003292	0,000207	0,000376	0,005272	0,000327	0,009484	0,000029			
13296	0,004033	0,000283	0,000458	0,005303	0,000328	0,010414	0,000029			
13320	0,004397	0,000292	0,000488	0,005335	0,000329	0,010849	0,000029			
13344	0,002055	0,000204	0,000225	0,005363	0,000330	0,008185	0,000029			
13368	0,004096	0,000280	0,000452	0,005385	0,000333	0,010555	0,000029			
13392	0,003264	0,000251	0,000350	0,005386	0,000339	0,009597	0,000030			
13416	0,004386	0,000293	0,000494	0,005420	0,000337	0,010938	0,000030			
13440	0,002330	0,000231	0,000251	0,005452	0,000335	0,008607	0,000030			
13464	0,004221	0,000218	0,000486	0,005453	0,000334	0,010720	0,000030			
13488	0,003454	0,000214	0,000389	0,005470	0,000332	0,009868	0,000030			
13512	0,002639	0,000195	0,000294	0,005491	0,000334	0,008962	0,000030			
13536	0,004059	0,000218	0,000466	0,005450	0,000334	0,010536	0,000029			
13560	0,004166	0,000216	0,000480	0,005523	0,000334	0,010727	0,000029			
13584	0,003105	0,000201	0,000353	0,005545	0,000338	0,009551	0,000030			
13608	0,003834	0,000257	0,000417	0,005567	0,000338	0,010420	0,000030			
13632	0,002623	0,000223	0,000281	0,005600	0,000339	0,009074	0,000029			
13656	0,004415	0,000291	0,000483	0,005635	0,000340	0,011172	0,000030			
13680	0,002523	0,000233	0,000276	0,005640	0,000340	0,009021	0,000029			
13704	0,003478	0,000262	0,000376	0,005657	0,000340	0,010121	0,000030			
13728	0,004407	0,000290	0,000481	0,005679	0,000341	0,011205	0,000030			
13752	0,002400	0,000228	0,000245	0,005699	0,000343	0,008923	0,000029			
13776	0,002174	0,000198	0,000242	0,005743	0,000343	0,008709	0,000029			
13800	0,003431	0,000263	0,000377	0,005758	0,000347	0,010183	0,000029			
13824	0,004204	0,000284	0,000468	0,005785	0,000347	0,011096	0,000030			
13848	0,004398	0,000295	0,000491	0,005797	0,000346	0,011335	0,000030			
13872	0,002095	0,000206	0,000216	0,005853	0,000349	0,008727	0,000030			
13896	0,002728	0,000220	0,000304	0,005845	0,000349	0,009453	0,000030			
13920	0,003477	0,000261	0,000373	0,005893	0,000347	0,010358	0,000030			
13944	0,004445	0,000292	0,000485	0,005901	0,000351	0,011482	0,000030			
13968	0,002435	0,000217	0,000270	0,005943	0,000350	0,009222	0,000030			
13992	0,001931	0,000192	0,000197	0,005950	0,000349	0,008626	0,000029			
14016	0,004432	0,000291	0,000485	0,006015	0,000353	0,011585	0,000030			
14040	0,004448	0,000298	0,000483	0,006057	0,000354	0,011648	0,000030			
14064	0,002289	0,000221	0,000246	0,006021	0,000352	0,009138	0,000030			
14088	0,004425	0,000292	0,000481	0,006027	0,000353	0,011587	0,000030			
14112	0,003082	0,000240	0,000328	0,006048	0,000353	0,010060	0,000030			
14136	0,002823	0,000232	0,000301	0,006133	0,000354	0,009851	0,000030			
14160	0,003068	0,000240	0,000338	0,006104	0,000355	0,010112	0,000030			
14184	0,002220	0,000222	0,000223	0,006127	0,000355	0,009155	0,000030			
14208	0,002226	0,000211	0,000244	0,006146	0,000356	0,009191	0,000030			
14232	0,003692	0,000269	0,000396	0,006194	0,000358	0,010917	0,000030			
14256	0,003326	0,000257	0,000361	0,006201	0,000358	0,010511	0,000030			
14280	0,004453	0,000296	0,000485	0,006241	0,000358	0,011841	0,000030			
14304	0,004408	0,000291	0,000477	0,006258	0,000359	0,011801	0,000029			
14328	0,004450	0,000297	0,000481	0,006284	0,000362	0,011882	0,000030			
14352	0,003985	0,000277	0,000429	0,006315	0,000361	0,011375	0,000031			
14376	0,004496	0,000295	0,000485	0,006370	0,000362	0,012017	0,000031			
14400	0,002295	0,000225	0,000234	0,006389	0,000364	0,009516	0,000031			
14424	0,004445	0,000292	0,000481	0,006408	0,000363	0,011997	0,000031			
14448	0,003885	0,000281	0,000420	0,006440	0,000362	0,011396	0,000031			
14472	0,004166	0,000284	0,000449	0,006459	0,000365	0,011731	0,000031			
14496	0,004487	0,000294	0,000495	0,006473	0,000366	0,012123	0,000031			
14520	0,001798	0,000191	0,000192	0,006534	0,000364	0,009087	0,000031			
14544	0,004472	0,000257	0,000494	0,006544	0,000370	0,012145	0,000031			
14568	0,003548	0,000237	0,000384	0,006605	0,000370	0,011152	0,000031			
14592	0,004230	0,000245	0,000454	0,006654	0,000369	0,011960	0,000031			
14616	0,001971	0,000190	0,000205	0,006684	0,000373	0,009430	0,000031			
14640	0,002711	0,000248	0,000294	0,006662	0,000371	0,010295	0,000031			
14664	0,004513	0,000256	0,000490	0,006732	0,000373	0,012373	0,000031			
14688	0,003223	0,000234	0,000345	0,006708	0,000370	0,010888	0,000031			
14712	0,002293	0,000190	0,000256	0,006734	0,000371	0,009853	0,000031			
14736	0,004472	0,000256	0,000492	0,006775	0,000376	0,012379	0,000031			
14760	0,003996	0,000249	0,000439	0,006802	0,000376	0,011870	0,000031			
14784	0,003858	0,000238	0,000416	0,006843	0,000375	0,011738	0,000031			
14808	0,004501	0,000252	0,000490	0,006891	0,000378	0,012520	0,000031			
14832	0,002161	0,000198	0,000235	0,006892	0,000380	0,009874	0,000031			
14856	0,003045	0,000218	0,000329	0,006942	0,000381	0,010922	0,000031			
14880	0,003715	0,000237	0,000401	0,006978	0,000381	0,011721	0,000031			
14904	0,004465	0,000251	0,000481	0,007007	0,000379	0,012591	0,000031			
14928	0,002306	0,000221	0,000236	0,007043	0,000378	0,010192	0,000031			
14952	0,004370	0,000256	0,000472	0,007093	0,000380	0,012578	0,000032			
14976	0,003488	0,000231	0,000370	0,007119	0,000383	0,011600	0,000031			
15000	0,004130	0,000251	0,000443	0,007173	0,000382	0,012387	0,000031			
15024	0,004311	0,000254	0,000460	0,007206	0,000382	0,012621	0,000031			
15048	0,004507	0,000259	0,000485	0,007219	0,000383	0,012861	0,000031			
15072	0,004496	0,000258	0,000482	0,007310	0,000385	0,012939	0,000031			
15096	0,002929	0,000216	0,000309	0,007277	0,000384	0,011123	0,000031			
15120	0,004123	0,000248	0,000440	0,007349	0,000388	0,012556	0,000032			
15144	0,002312	0,000181	0,000268	0,007455	0,000390	0,010614	0,000032			
15168	0,004430	0,000256	0,000484	0,007373	0,000387	0,012937	0,000032			
15192	0,004456	0,000256	0,000483	0,007440	0,000388	0,013031	0,000032			
15216	0,004498	0,000259	0,000487	0,007476	0,000387	0,013115	0,000031			
15240	0,002364	0,000200	0,000253	0,007507	0,000389	0,010721	0,000031			
15264	0,004502	0,000257	0,000483	0,007579	0,000390	0,013220	0,000031			
15288	0,003222	0,000234	0,000340	0,007586	0,000391	0,011781	0,000031			
15312	0,004669	0,000373	0,000487	0,007633	0,000391	0,013562	0,000031			
15336	0,002980	0,000256	0,000312	0,007665	0,000395	0,011616	0,000032			
15360	0,002214	0,000227	0,000233	0,007792	0,000399	0,010873	0,000031			
15384	0,004382	0,000330	0,000458	0,007730	0,000394	0,013303	0,000032			
15408	0,004719	0,000372	0,000487	0,007774	0,000394	0,013754	0,000031			
15432	0,003177	0,000280	0,000330	0,007836	0,000396	0,012028	0,000032			
15456	0,002703	0,000249	0,000283	0,007879	0,000395	0,011518	0,000031			
15480	0,004786	0,000356	0,000488	0,007940	0,000397	0,013976	0,000032			
15504	0,004765	0,000356	0,000499	0,007952	0,000397	0,013977	0,000032			
15528	0,003023	0,000275	0,000312	0,008006	0,000400	0,012024	0,000032			
15552	0,004829	0,000361	0,000491	0,008041	0,000399	0,014129	0,000032			
15576	0,004585	0,000259	0,000484	0,008043	0,000403	0,013781	0,000032			
15600	0,004440	0,000255	0,000472	0,008112	0,000401	0,013688	0,000032			
15624	0,004124	0,000249	0,000436	0,008169	0,000400	0,013387	0,000032			
15648	0,004665	0,000257	0,000488	0,008351	0,000416	0,014185	0,000033			
15672	0,004475	0,000253	0,000474	0,008236	0,000404	0,013850	0,000032			
15696	0,002125	0,000193	0,000213	0,008322	0,000413	0,011273	0,000032			
15720	0,003320	0,000235	0,000350	0,008308	0,000405	0,012626	0,000032			
15744	0,003448	0,000237	0,000361	0,008352	0,000404	0,012810	0,000032			
15768	0,002417	0,000198	0,000263	0,008409	0,000407	0,011702	0,000032			
15792	0,004528	0,000262	0,000486	0,008418	0,000406	0,014108	0,000032			
15816	0,003023	0,000220	0,000328	0,008500	0,000408	0,012487	0,000032			
15840	0,004635	0,000262	0,000487	0,008509	0,000408	0,014309	0,000032			
15864	0,004580	0,000256	0,000484	0,008553	0,000410	0,014292	0,000032			
15888	0,004578	0,000256	0,000484	0,008576	0,000411	0,014313	0,000032			
15912	0,004601	0,000256	0,000486	0,008624	0,000411	0,014386	0,000032			
15936	0,003227	0,000225	0,000346	0,008703	0,000413	0,012922	0,000032			
15960	0,003236	0,000245	0,000343	0,008693	0,000412	0,012937	0,000032			
15984	0,004629	0,000297	0,000492	0,008752	0,000414	0,014592	0,000032			
16008	0,001838	0,000165	0,000207	0,008807	0,000414	0,011439	0,000032			
16032	0,003025	0,000239	0,000321	0,008839	0,000417	0,012849	0,000032			
16056	0,004691	0,000295	0,000487	0,008906	0,000419	0,014806	0,000032			
16080	0,002523	0,000216	0,000274	0,008957	0,000420	0,012398	0,000032			
16104	0,002472	0,000222	0,000255	0,008963	0,000421	0,012341	0,000033			
16128	0,004684	0,000295	0,000488	0,009021	0,000419	0,014914	0,000032			
16152	0,003566	0,000241	0,000376	0,009049	0,000421	0,013660	0,000032			
16176	0,004662	0,000263	0,000488	0,009095	0,000420	0,014936	0,000033			
16200	0,004446	0,000264	0,000480	0,009107	0,000422	0,014728	0,000032			
16224	0,002182	0,000217	0,000224	0,009202	0,000430	0,012263	0,000032			
16248	0,003249	0,000217	0,000349	0,009267	0,000430	0,013519	0,000033			
16272	0,002828	0,000216	0,000298	0,009364	0,000438	0,013152	0,000033			
16296	0,004338	0,000253	0,000459	0,009343	0,000429	0,014829	0,000033			
16320	0,002380	0,000190	0,000264	0,009353	0,000430	0,012626	0,000032			
16344	0,002604	0,000224	0,000265	0,009385	0,000428	0,012915	0,000031			
16368	0,004189	0,000246	0,000436	0,009423	0,000428	0,014730	0,000032			
16392	0,003560	0,000241	0,000364	0,009501	0,000431	0,014107	0,000063			
16416	0,004498	0,000251	0,000468	0,009623	0,000435	0,015284	0,000064			
16440	0,002291	0,000192	0,000245	0,009532	0,000433	0,012702	0,000063			
16464	0,003321	0,000250	0,000339	0,009641	0,000433	0,013991	0,000063			
16488	0,003374	0,000228	0,000354	0,009611	0,000431	0,014006	0,000063			
16512	0,004329	0,000251	0,000451	0,009631	0,000430	0,015100	0,000062			
16536	0,004506	0,000253	0,000469	0,009716	0,000431	0,015383	0,000063			
16560	0,004651	0,000256	0,000484	0,009747	0,000435	0,015581	0,000063			
16584	0,003689	0,000235	0,000385	0,009756	0,000433	0,014506	0,000063			
16608	0,002949	0,000215	0,000302	0,009816	0,000435	0,013725	0,000063			
16632	0,004686	0,000317	0,000487	0,009840	0,000434	0,015771	0,000062			
16656	0,002452	0,000237	0,000266	0,009894	0,000435	0,013291	0,000062			
16680	0,004197	0,000296	0,000436	0,009999	0,000436	0,015372	0,000063			
16704	0,003215	0,000258	0,000347	0,009988	0,000437	0,014253	0,000063			
16728	0,004617	0,000313	0,000480	0,010075	0,000439	0,015933	0,000063			
16752	0,002258	0,000215	0,000242	0,010088	0,000440	0,013251	0,000062			
16776	0,002750	0,000234	0,000283	0,010103	0,000438	0,013816	0,000062			
16800	0,004715	0,000317	0,000487	0,010181	0,000440	0,016147	0,000063			
16824	0,004672	0,000264	0,000486	0,010237	0,000441	0,016108	0,000063			
16848	0,004713	0,000264	0,000488	0,010323	0,000447	0,016242	0,000063			
16872	0,004704	0,000264	0,000486	0,010288	0,000443	0,016192	0,000063			
16896	0,004699	0,000264	0,000488	0,010411	0,000447	0,016317	0,000062			
16920	0,004681	0,000264	0,000489	0,010390	0,000444	0,016276	0,000063			
16944	0,004587	0,000262	0,000473	0,010416	0,000446	0,016192	0,000063			
16968	0,004717	0,000264	0,000487	0,010600	0,000448	0,016524	0,000063			
16992	0,003184	0,000236	0,000328	0,010499	0,000448	0,014703	0,000063			
17016	0,003624	0,000211	0,000392	0,010570	0,000448	0,015253	0,000063			
17040	0,002949	0,000216	0,000309	0,010677	0,000453	0,014613	0,000063			
