Bits	Prep	Calc	Clean	Pre_Cuda	 Post_CUDA	GPU	CPU			
17112	0,002765	0,000281	0,000259	0,010843	0,000480	0,014636	0,000068			
17136	0,002774	0,000277	0,000270	0,011094	0,000482	0,014903	0,000067			
17160	0,002326	0,000282	0,000237	0,011011	0,000482	0,014346	0,000065			
17184	0,004460	0,000298	0,000379	0,011114	0,000480	0,016738	0,000066			
17208	0,002977	0,000290	0,000283	0,011223	0,000485	0,015265	0,000066			
17232	0,003984	0,000418	0,000341	0,011227	0,000492	0,016470	0,000067			
17256	0,004319	0,000430	0,000362	0,011320	0,000490	0,016929	0,000065			
17280	0,002165	0,000315	0,000220	0,011254	0,000480	0,014442	0,000067			
17304	0,004457	0,000438	0,000373	0,011314	0,000476	0,017066	0,000064			
17328	0,004007	0,000413	0,000341	0,011293	0,000488	0,016549	0,000065			
17352	0,004577	0,000447	0,000377	0,011365	0,000480	0,017254	0,000065			
17376	0,004567	0,000446	0,000379	0,011472	0,000487	0,017359	0,000065			
17400	0,001971	0,000303	0,000215	0,011622	0,000493	0,014612	0,000068			
17424	0,004365	0,000435	0,000360	0,011611	0,000492	0,017270	0,000068			
17448	0,002629	0,000340	0,000254	0,011575	0,000491	0,015296	0,000067			
17472	0,004637	0,000445	0,000375	0,011670	0,000502	0,017637	0,000069			
17496	0,004551	0,000447	0,000374	0,011539	0,000481	0,017399	0,000066			
17520	0,004546	0,000446	0,000378	0,011654	0,000493	0,017523	0,000064			
17544	0,004575	0,000441	0,000375	0,011795	0,000494	0,017687	0,000067			
17568	0,003127	0,000359	0,000284	0,011765	0,000488	0,016030	0,000068			
17592	0,004613	0,000446	0,000378	0,011896	0,000489	0,017829	0,000065			
17616	0,004557	0,000445	0,000375	0,011851	0,000493	0,017729	0,000067			
17640	0,002754	0,000353	0,000261	0,011965	0,000496	0,015836	0,000066			
17664	0,004572	0,000445	0,000377	0,011939	0,000490	0,017831	0,000065			
17688	0,002620	0,000335	0,000251	0,012075	0,000508	0,015797	0,000071			
17712	0,002003	0,000291	0,000211	0,011990	0,000495	0,014997	0,000066			
17736	0,004592	0,000443	0,000380	0,012292	0,000513	0,018227	0,000067			
17760	0,003705	0,000394	0,000316	0,012140	0,000493	0,017056	0,000065			
17784	0,004144	0,000414	0,000344	0,012277	0,000511	0,017698	0,000067			
17808	0,004347	0,000433	0,000360	0,012615	0,000512	0,018274	0,000066			
17832	0,001720	0,000286	0,000203	0,012463	0,000518	0,015199	0,000071			
17856	0,002754	0,000328	0,000259	0,012658	0,000531	0,016538	0,000074			
17880	0,004038	0,000412	0,000336	0,012673	0,000517	0,017985	0,000067			
17904	0,002906	0,000352	0,000268	0,012489	0,000511	0,016533	0,000068			
17928	0,004586	0,000437	0,000373	0,012641	0,000525	0,018569	0,000069			
17952	0,004668	0,000478	0,000383	0,012561	0,000521	0,018619	0,000068			
17976	0,003595	0,000417	0,000310	0,012543	0,000510	0,017382	0,000070			
18000	0,004304	0,000465	0,000355	0,012611	0,000500	0,018243	0,000065			
18024	0,004412	0,000466	0,000362	0,012595	0,000504	0,018345	0,000066			
18048	0,004572	0,000477	0,000384	0,012734	0,000518	0,018693	0,000067			
18072	0,003612	0,000410	0,000312	0,012852	0,000519	0,017713	0,000072			
18096	0,004761	0,000482	0,000382	0,012898	0,000521	0,019052	0,000069			
18120	0,004551	0,000468	0,000372	0,012869	0,000520	0,018787	0,000070			
18144	0,004544	0,000473	0,000368	0,012913	0,000519	0,018825	0,000067			
18168	0,004658	0,000472	0,000378	0,012979	0,000514	0,019009	0,000068			
18192	0,004117	0,000432	0,000342	0,013036	0,000514	0,018450	0,000066			
18216	0,004784	0,000474	0,000383	0,013257	0,000534	0,019439	0,000070			
18240	0,001987	0,000273	0,000220	0,013274	0,000523	0,016285	0,000070			
18264	0,004728	0,000473	0,000384	0,013212	0,000522	0,019327	0,000069			
18288	0,004754	0,000470	0,000377	0,013612	0,000525	0,019746	0,000069			
18312	0,003281	0,000370	0,000274	0,013355	0,000536	0,017824	0,000068			
18336	0,002375	0,000354	0,000229	0,013465	0,000534	0,016963	0,000069			
18360	0,004767	0,000473	0,000382	0,013749	0,000540	0,019919	0,000071			
18384	0,004460	0,000456	0,000365	0,013587	0,000533	0,019409	0,000070			
18408	0,004706	0,000473	0,000379	0,013611	0,000525	0,019701	0,000065			
18432	0,004359	0,000452	0,000354	0,013456	0,000527	0,019156	0,000067			
18456	0,004608	0,000468	0,000375	0,013513	0,000527	0,019499	0,000066			
18480	0,004725	0,000468	0,000381	0,013578	0,000530	0,019690	0,000066			
18504	0,004731	0,000474	0,000380	0,013609	0,000522	0,019723	0,000068			
18528	0,004408	0,000461	0,000362	0,013696	0,000520	0,019453	0,000067			
18552	0,004694	0,000472	0,000372	0,013781	0,000519	0,019845	0,000067			
18576	0,004804	0,000474	0,000383	0,013948	0,000540	0,020155	0,000071			
18600	0,004507	0,000456	0,000363	0,014048	0,000552	0,019934	0,000070			
18624	0,003724	0,000415	0,000329	0,014143	0,000541	0,019160	0,000068			
18648	0,004712	0,000471	0,000378	0,014007	0,000536	0,020110	0,000068			
18672	0,002069	0,000307	0,000223	0,013968	0,000538	0,017113	0,000069			
18696	0,002307	0,000302	0,000228	0,013929	0,000539	0,017313	0,000069			
18720	0,003763	0,000338	0,000317	0,013953	0,000529	0,018906	0,000069			
18744	0,002591	0,000304	0,000253	0,014316	0,000538	0,018009	0,000069			
18768	0,002587	0,000312	0,000246	0,014351	0,000532	0,018036	0,000070			
18792	0,004480	0,000367	0,000366	0,014297	0,000533	0,020050	0,000069			
18816	0,003192	0,000330	0,000289	0,014698	0,000553	0,019069	0,000071			
18840	0,004225	0,000352	0,000345	0,014629	0,000550	0,020109	0,000070			
18864	0,004703	0,000373	0,000375	0,014489	0,000537	0,020485	0,000070			
18888	0,004651	0,000373	0,000378	0,014364	0,000542	0,020316	0,000069			
18912	0,004512	0,000374	0,000368	0,014401	0,000528	0,020190	0,000068			
18936	0,003751	0,000345	0,000317	0,014610	0,000545	0,019574	0,000067			
18960	0,004685	0,000371	0,000379	0,014659	0,000553	0,020654	0,000068			
18984	0,002667	0,000321	0,000255	0,014855	0,000545	0,018651	0,000069			
19008	0,004736	0,000372	0,000380	0,014964	0,000560	0,021020	0,000070			
19032	0,004652	0,000373	0,000373	0,014610	0,000548	0,020563	0,000067			
19056	0,004669	0,000374	0,000373	0,014735	0,000542	0,020701	0,000067			
19080	0,004674	0,000374	0,000375	0,014791	0,000551	0,020772	0,000068			
19104	0,002205	0,000280	0,000224	0,015043	0,000563	0,018321	0,000068			
19128	0,004662	0,000372	0,000375	0,014774	0,000537	0,020727	0,000069			
19152	0,003477	0,000288	0,000300	0,014852	0,000538	0,019462	0,000067			
19176	0,004167	0,000301	0,000343	0,014889	0,000546	0,020253	0,000069			
