Bits	Prep	Calc	Clean	Pre_Cuda	 Post_CUDA	GPU	CPU			
8544	0,003302	0,000408	0,000196	0,002562	0,000211	0,006686	0,000023			
8568	0,003157	0,000392	0,000196	0,002609	0,000209	0,006572	0,000027			
8592	0,003267	0,000406	0,000203	0,002566	0,000206	0,006655	0,000023			
8616	0,003396	0,000418	0,000203	0,002603	0,000211	0,006839	0,000024			
8640	0,001681	0,000275	0,000175	0,002624	0,000217	0,004979	0,000024			
8664	0,003397	0,000413	0,000207	0,002664	0,000216	0,006905	0,000024			
8688	0,002972	0,000387	0,000200	0,002689	0,000217	0,006472	0,000026			
8712	0,001889	0,000269	0,000175	0,002694	0,000217	0,005250	0,000025			
8736	0,003439	0,000419	0,000203	0,002683	0,000216	0,006967	0,000024			
8760	0,003472	0,000419	0,000202	0,002747	0,000225	0,007072	0,000025			
8784	0,002922	0,000378	0,000194	0,002705	0,000219	0,006426	0,000025			
8808	0,002584	0,000352	0,000186	0,002722	0,000217	0,006069	0,000024			
8832	0,003483	0,000418	0,000208	0,002798	0,000230	0,007144	0,000025			
8856	0,001769	0,000280	0,000176	0,002782	0,000229	0,005244	0,000025			
8880	0,002383	0,000310	0,000180	0,002809	0,000223	0,005912	0,000026			
8904	0,003075	0,000385	0,000197	0,002770	0,000222	0,006657	0,000024			
8928	0,002236	0,000329	0,000184	0,002888	0,000232	0,005878	0,000026			
8952	0,001830	0,000278	0,000180	0,002878	0,000233	0,005408	0,000026			
8976	0,003343	0,000429	0,000191	0,002738	0,000212	0,006921	0,000024			
9000	0,002943	0,000397	0,000195	0,002742	0,000222	0,006506	0,000023			
9024	0,002292	0,000320	0,000182	0,002894	0,000229	0,005925	0,000025			
9048	0,003631	0,000439	0,000215	0,003046	0,000247	0,007586	0,000027			
9072	0,003563	0,000434	0,000216	0,003029	0,000238	0,007490	0,000027			
9096	0,002276	0,000326	0,000188	0,003008	0,000244	0,006050	0,000028			
9120	0,003232	0,000410	0,000209	0,002968	0,000239	0,007067	0,000027			
9144	0,003374	0,000424	0,000216	0,003014	0,000245	0,007281	0,000026			
9168	0,001702	0,000297	0,000170	0,002851	0,000227	0,005254	0,000024			
9192	0,003521	0,000439	0,000202	0,002873	0,000227	0,007269	0,000024			
9216	0,002307	0,000330	0,000185	0,002983	0,000229	0,006043	0,000025			
9240	0,002036	0,000323	0,000177	0,002905	0,000233	0,005682	0,000024			
9264	0,003478	0,000430	0,000207	0,002945	0,000232	0,007299	0,000024			
9288	0,003394	0,000434	0,000204	0,002946	0,000230	0,007216	0,000024			
9312	0,003588	0,000438	0,000209	0,003048	0,000246	0,007538	0,000026			
9336	0,003489	0,000438	0,000204	0,002980	0,000230	0,007347	0,000025			
9360	0,003378	0,000336	0,000195	0,003007	0,000232	0,007155	0,000025			
9384	0,001496	0,000266	0,000165	0,002989	0,000234	0,005157	0,000025			
9408	0,002370	0,000306	0,000184	0,003033	0,000239	0,006139	0,000025			
9432	0,002899	0,000319	0,000189	0,003029	0,000237	0,006679	0,000024			
9456	0,002282	0,000286	0,000179	0,003018	0,000233	0,006005	0,000024			
9480	0,003422	0,000338	0,000198	0,003077	0,000236	0,007279	0,000026			
9504	0,003345	0,000336	0,000196	0,003096	0,000242	0,007221	0,000025			
9528	0,003535	0,000340	0,000207	0,003236	0,000253	0,007580	0,000027			
9552	0,003169	0,000320	0,000199	0,003307	0,000257	0,007259	0,000028			
9576	0,002169	0,000251	0,000182	0,003114	0,000246	0,005971	0,000026			
9600	0,001702	0,000261	0,000164	0,003084	0,000238	0,005456	0,000026			
9624	0,003279	0,000284	0,000193	0,003116	0,000239	0,007119	0,000024			
9648	0,002403	0,000272	0,000189	0,003132	0,000248	0,006252	0,000025			
9672	0,001936	0,000259	0,000176	0,003096	0,000242	0,005716	0,000024			
9696	0,003563	0,000336	0,000368	0,003125	0,000240	0,007638	0,000025			
9720	0,001768	0,000279	0,000205	0,003120	0,000239	0,005618	0,000024			
9744	0,003639	0,000334	0,000375	0,003287	0,000253	0,007895	0,000026			
9768	0,003463	0,000327	0,000356	0,003381	0,000257	0,007791	0,000027			
9792	0,002195	0,000280	0,000249	0,003466	0,000265	0,006464	0,000027			
9816	0,003845	0,000339	0,000381	0,003587	0,000271	0,008431	0,000029			
9840	0,003649	0,000331	0,000376	0,003373	0,000259	0,007995	0,000027			
9864	0,002968	0,000317	0,000312	0,003322	0,000255	0,007182	0,000026			
9888	0,003314	0,000324	0,000347	0,003265	0,000251	0,007508	0,000025			
9912	0,003632	0,000333	0,000371	0,003301	0,000250	0,007892	0,000025			
9936	0,003530	0,000329	0,000363	0,003389	0,000257	0,007876	0,000026			
9960	0,003710	0,000332	0,000377	0,003410	0,000260	0,008098	0,000028			
9984	0,003770	0,000460	0,000376	0,003376	0,000255	0,008246	0,000026			
10008	0,003805	0,000461	0,000383	0,003421	0,000259	0,008336	0,000025			
10032	0,003823	0,000455	0,000380	0,003519	0,000268	0,008452	0,000026			
10056	0,003732	0,000447	0,000371	0,003589	0,000270	0,008415	0,000027			
10080	0,003358	0,000421	0,000340	0,003559	0,000269	0,007954	0,000028			
10104	0,002149	0,000287	0,000248	0,003574	0,000268	0,006533	0,000028			
10128	0,003545	0,000324	0,000365	0,003527	0,000268	0,008037	0,000027			
10152	0,003677	0,000324	0,000374	0,003502	0,000265	0,008151	0,000026			
10176	0,003496	0,000317	0,000354	0,003487	0,000257	0,007919	0,000025			
10200	0,002516	0,000271	0,000272	0,003489	0,000261	0,006816	0,000025			
10224	0,002086	0,000306	0,000234	0,003486	0,000264	0,006383	0,000025			
10248	0,003702	0,000414	0,000369	0,003502	0,000261	0,008254	0,000027			
10272	0,003765	0,000410	0,000370	0,003514	0,000263	0,008330	0,000027			
10296	0,002754	0,000341	0,000298	0,003553	0,000271	0,007225	0,000028			
10320	0,003867	0,000414	0,000380	0,003653	0,000269	0,008591	0,000027			
10344	0,003810	0,000413	0,000382	0,003637	0,000275	0,008524	0,000028			
10368	0,003719	0,000409	0,000372	0,003693	0,000270	0,008470	0,000029			
10392	0,002960	0,000277	0,000313	0,003670	0,000276	0,007504	0,000026			
10416	0,002247	0,000235	0,000253	0,003608	0,000269	0,006620	0,000027			
10440	0,003529	0,000291	0,000361	0,003551	0,000264	0,008004	0,000026			
10464	0,001704	0,000279	0,000196	0,003566	0,000261	0,006014	0,000025			
10488	0,002707	0,000274	0,000291	0,003768	0,000274	0,007321	0,000028			
10512	0,003482	0,000293	0,000360	0,003911	0,000288	0,008342	0,000028			
10536	0,002382	0,000268	0,000260	0,003689	0,000273	0,006879	0,000027			
10560	0,001763	0,000223	0,000215	0,003785	0,000285	0,006279	0,000027			
10584	0,002419	0,000270	0,000265	0,003678	0,000270	0,006909	0,000025			
10608	0,003057	0,000275	0,000327	0,003611	0,000260	0,007538	0,000026			
10632	0,002275	0,000287	0,000255	0,003717	0,000273	0,006816	0,000026			
10656	0,003672	0,000339	0,000372	0,003677	0,000271	0,008337	0,000026			
10680	0,003657	0,000333	0,000366	0,003773	0,000280	0,008416	0,000028			
10704	0,003698	0,000336	0,000369	0,003737	0,000272	0,008419	0,000027			
10728	0,002613	0,000301	0,000278	0,003687	0,000268	0,007153	0,000025			
10752	0,002292	0,000283	0,000249	0,003789	0,000280	0,006900	0,000027			
10776	0,003871	0,000410	0,000364	0,003838	0,000273	0,008763	0,000026			
10800	0,003938	0,000414	0,000363	0,003696	0,000275	0,008691	0,000027			
10824	0,003985	0,000411	0,000376	0,003831	0,000283	0,008893	0,000027			
10848	0,002282	0,000316	0,000242	0,003780	0,000272	0,006899	0,000025			
10872	0,003947	0,000413	0,000365	0,003906	0,000285	0,008923	0,000026			
10896	0,001937	0,000308	0,000210	0,003808	0,000271	0,006541	0,000027			
10920	0,003898	0,000436	0,000363	0,003820	0,000276	0,008800	0,000026			
10944	0,003607	0,000416	0,000335	0,003770	0,000269	0,008403	0,000026			
10968	0,002233	0,000336	0,000243	0,004047	0,000290	0,007157	0,000029			
10992	0,004120	0,000444	0,000375	0,004028	0,000289	0,009264	0,000026			
11016	0,003882	0,000422	0,000361	0,004067	0,000285	0,009025	0,000027			
11040	0,004039	0,000441	0,000376	0,003967	0,000297	0,009127	0,000029			
11064	0,003800	0,000428	0,000352	0,003973	0,000282	0,008841	0,000027			
11088	0,003926	0,000434	0,000367	0,003953	0,000282	0,008970	0,000026			
11112	0,004055	0,000441	0,000377	0,004099	0,000301	0,009280	0,000028			
11136	0,004132	0,000446	0,000383	0,004109	0,000292	0,009370	0,000028			
11160	0,002883	0,000365	0,000279	0,004156	0,000293	0,007983	0,000027			
11184	0,001997	0,000296	0,000224	0,004174	0,000303	0,007002	0,000029			
11208	0,004111	0,000444	0,000382	0,004174	0,000294	0,009412	0,000029			
11232	0,002647	0,000273	0,000271	0,004154	0,000302	0,007656	0,000028			
11256	0,003314	0,000296	0,000324	0,004034	0,000282	0,008257	0,000027			
11280	0,003746	0,000302	0,000354	0,004118	0,000290	0,008817	0,000029			
11304	0,002073	0,000240	0,000227	0,004228	0,000302	0,007078	0,000027			
11328	0,002124	0,000272	0,000227	0,004133	0,000289	0,007052	0,000026			
11352	0,003191	0,000291	0,000310	0,004147	0,000291	0,008236	0,000027			
11376	0,003736	0,000299	0,000344	0,004199	0,000291	0,008876	0,000027			
11400	0,002020	0,000284	0,000229	0,004540	0,000324	0,007406	0,000032			
11424	0,004230	0,000306	0,000381	0,004540	0,000322	0,009788	0,000032			
11448	0,004259	0,000307	0,000394	0,004661	0,000333	0,009962	0,000031			
11472	0,004056	0,000309	0,000374	0,004366	0,000309	0,009420	0,000029			
11496	0,003980	0,000335	0,000366	0,004230	0,000299	0,009217	0,000027			
11520	0,001936	0,000275	0,000218	0,004279	0,000303	0,007018	0,000028			
11544	0,003976	0,000333	0,000367	0,004231	0,000294	0,009209	0,000027			
11568	0,003242	0,000310	0,000313	0,004231	0,000297	0,008400	0,000027			
11592	0,003972	0,000333	0,000360	0,004238	0,000313	0,009222	0,000027			
11616	0,003816	0,000327	0,000350	0,004322	0,000297	0,009119	0,000028			
11640	0,001838	0,000298	0,000212	0,004337	0,000308	0,007000	0,000029			
11664	0,004030	0,000336	0,000370	0,004330	0,000305	0,009378	0,000027			
11688	0,002833	0,000297	0,000281	0,004457	0,000309	0,008184	0,000027			
11712	0,002309	0,000284	0,000244	0,004292	0,000291	0,007428	0,000028			
11736	0,003957	0,000334	0,000363	0,004348	0,000305	0,009314	0,000027			
11760	0,002610	0,000304	0,000266	0,004429	0,000309	0,007924	0,000029			
11784	0,004007	0,000339	0,000376	0,004400	0,000319	0,009448	0,000028			
11808	0,002404	0,000290	0,000256	0,004641	0,000317	0,007916	0,000030			
11832	0,004160	0,000336	0,000384	0,004624	0,000330	0,009842	0,000030			
11856	0,001992	0,000242	0,000221	0,004586	0,000319	0,007368	0,000029			
11880	0,003659	0,000317	0,000347	0,004487	0,000309	0,009125	0,000028			
11904	0,002759	0,000268	0,000270	0,004389	0,000305	0,007997	0,000028			
11928	0,002181	0,000273	0,000230	0,004477	0,000305	0,007474	0,000026			
11952	0,003951	0,000331	0,000359	0,004639	0,000328	0,009616	0,000030			
11976	0,002895	0,000317	0,000301	0,004805	0,000337	0,008664	0,000031			
12000	0,003525	0,000328	0,000340	0,004955	0,000344	0,009500	0,000029			
12024	0,003610	0,000330	0,000356	0,004706	0,000321	0,009329	0,000028			
12048	0,001830	0,000265	0,000215	0,004782	0,000328	0,007430	0,000029			
12072	0,002136	0,000288	0,000240	0,004600	0,000309	0,007580	0,000027			
12096	0,003863	0,000343	0,000386	0,004641	0,000324	0,009564	0,000028			
12120	0,002403	0,000326	0,000257	0,004706	0,000317	0,008018	0,000028			
12144	0,003885	0,000450	0,000371	0,004808	0,000326	0,009848	0,000029			
12168	0,001714	0,000287	0,000200	0,004739	0,000324	0,007272	0,000028			
12192	0,004045	0,000464	0,000385	0,004769	0,000327	0,009997	0,000028			
12216	0,004005	0,000467	0,000382	0,004701	0,000333	0,009896	0,000030			
12240	0,002320	0,000330	0,000255	0,005063	0,000350	0,008327	0,000030			
12264	0,002056	0,000315	0,000232	0,004843	0,000317	0,007770	0,000027			
12288	0,003955	0,000468	0,000385	0,004837	0,000346	0,009999	0,000030			
12312	0,003433	0,000426	0,000344	0,004921	0,000340	0,009472	0,000033			
12336	0,003536	0,000422	0,000346	0,004871	0,000338	0,009520	0,000034			
12360	0,001993	0,000281	0,000228	0,005026	0,000323	0,007858	0,000032			
12384	0,004022	0,000463	0,000378	0,004923	0,000326	0,010120	0,000031			
12408	0,003046	0,000393	0,000310	0,005005	0,000336	0,009097	0,000033			
12432	0,004067	0,000460	0,000379	0,005157	0,000344	0,010415	0,000033			
12456	0,002217	0,000334	0,000240	0,004963	0,000341	0,008102	0,000031			
12480	0,001868	0,000269	0,000218	0,005061	0,000345	0,007769	0,000033			
12504	0,003877	0,000466	0,000372	0,004984	0,000337	0,010044	0,000032			
12528	0,003069	0,000395	0,000310	0,004955	0,000328	0,009065	0,000031			
12552	0,004016	0,000475	0,000374	0,005071	0,000344	0,010290	0,000031			
12576	0,004002	0,000475	0,000374	0,005049	0,000340	0,010248	0,000032			
12600	0,004065	0,000471	0,000378	0,005169	0,000344	0,010435	0,000032			
12624	0,002821	0,000373	0,000286	0,005151	0,000340	0,008979	0,000032			
12648	0,002522	0,000361	0,000277	0,005160	0,000340	0,008668	0,000032			
12672	0,002270	0,000346	0,000242	0,005155	0,000354	0,008374	0,000032			
12696	0,002200	0,000322	0,000243	0,005953	0,000390	0,009118	0,000039			
12720	0,004269	0,000473	0,000393	0,005681	0,000380	0,011205	0,000036			
12744	0,004164	0,000475	0,000387	0,005400	0,000359	0,010795	0,000035			
12768	0,002300	0,000294	0,000251	0,005349	0,000350	0,008553	0,000034			
12792	0,003752	0,000377	0,000360	0,005143	0,000333	0,009973	0,000031			
12816	0,003763	0,000378	0,000362	0,005084	0,000340	0,009935	0,000030			
12840	0,003786	0,000382	0,000371	0,005130	0,000339	0,010016	0,000031			
12864	0,003625	0,000370	0,000351	0,005316	0,000344	0,010013	0,000032			
12888	0,002181	0,000312	0,000244	0,005223	0,000343	0,008311	0,000031			
12912	0,002029	0,000263	0,000225	0,005128	0,000337	0,007990	0,000031			
12936	0,002344	0,000276	0,000251	0,005160	0,000335	0,008374	0,000031			
12960	0,003180	0,000274	0,000319	0,005207	0,000340	0,009327	0,000030			
12984	0,003828	0,000294	0,000374	0,005195	0,000333	0,010029	0,000031			
13008	0,002100	0,000267	0,000236	0,005223	0,000347	0,008180	0,000032			
13032	0,003897	0,000295	0,000379	0,005416	0,000358	0,010353	0,000031			
13056	0,003888	0,000292	0,000375	0,005339	0,000345	0,010247	0,000030			
13080	0,002645	0,000270	0,000254	0,005266	0,000344	0,008787	0,000032			
13104	0,003630	0,000292	0,000357	0,005311	0,000345	0,009942	0,000030			
13128	0,001983	0,000281	0,000227	0,005423	0,000354	0,008277	0,000032			
13152	0,002302	0,000258	0,000257	0,005228	0,000335	0,008386	0,000029			
13176	0,003887	0,000294	0,000377	0,005339	0,000335	0,010240	0,000030			
13200	0,003807	0,000295	0,000367	0,005271	0,000348	0,010094	0,000030			
13224	0,003847	0,000293	0,000370	0,005273	0,000346	0,010136	0,000031			
13248	0,003874	0,000295	0,000371	0,005311	0,000349	0,010207	0,000030			
13272	0,002365	0,000270	0,000265	0,005408	0,000353	0,008669	0,000030			
13296	0,003764	0,000388	0,000367	0,005521	0,000366	0,010413	0,000035			
13320	0,003978	0,000406	0,000377	0,005483	0,000361	0,010613	0,000032			
13344	0,001698	0,000285	0,000201	0,005435	0,000352	0,007980	0,000030			
13368	0,003626	0,000385	0,000354	0,005414	0,000357	0,010143	0,000031			
13392	0,003033	0,000350	0,000295	0,005430	0,000361	0,009476	0,000033			
13416	0,003881	0,000404	0,000369	0,005539	0,000353	0,010552	0,000031			
13440	0,002030	0,000306	0,000229	0,005476	0,000354	0,008403	0,000031			
13464	0,003768	0,000289	0,000369	0,005443	0,000338	0,010214	0,000032			
13488	0,003103	0,000286	0,000314	0,005605	0,000366	0,009681	0,000034			
13512	0,002426	0,000278	0,000265	0,005692	0,000357	0,009026	0,000033			
13536	0,003723	0,000287	0,000363	0,005700	0,000359	0,010439	0,000032			
13560	0,003772	0,000287	0,000365	0,005519	0,000348	0,010297	0,000030			
13584	0,002639	0,000266	0,000279	0,005630	0,000357	0,009179	0,000031			
13608	0,003561	0,000355	0,000344	0,005775	0,000375	0,010417	0,000032			
13632	0,002179	0,000293	0,000240	0,005576	0,000348	0,008643	0,000032			
13656	0,003898	0,000391	0,000367	0,005624	0,000350	0,010637	0,000030			
13680	0,002166	0,000299	0,000234	0,005690	0,000351	0,008747	0,000030			
13704	0,003064	0,000347	0,000309	0,005704	0,000363	0,009793	0,000030			
13728	0,003979	0,000391	0,000371	0,005815	0,000361	0,010924	0,000031			
13752	0,001998	0,000298	0,000222	0,005787	0,000366	0,008677	0,000031			
13776	0,001817	0,000247	0,000209	0,005798	0,000370	0,008448	0,000033			
13800	0,003009	0,000337	0,000297	0,006046	0,000384	0,010081	0,000034			
13824	0,003777	0,000380	0,000355	0,006346	0,000398	0,011265	0,000035			
13848	0,004200	0,000393	0,000389	0,006196	0,000398	0,011584	0,000037			
13872	0,001750	0,000282	0,000208	0,006131	0,000390	0,008770	0,000033			
13896	0,002627	0,000306	0,000268	0,006016	0,000377	0,009602	0,000033			
13920	0,003549	0,000363	0,000338	0,006454	0,000402	0,011115	0,000035			
13944	0,004339	0,000396	0,000390	0,006554	0,000411	0,012099	0,000038			
13968	0,002218	0,000279	0,000241	0,006257	0,000395	0,009397	0,000035			
13992	0,001914	0,000272	0,000216	0,006439	0,000397	0,009247	0,000037			
14016	0,004202	0,000397	0,000398	0,006162	0,000389	0,011557	0,000034			
14040	0,003973	0,000395	0,000373	0,006019	0,000379	0,011147	0,000033			
14064	0,002194	0,000302	0,000238	0,005998	0,000367	0,009105	0,000031			
14088	0,003956	0,000389	0,000364	0,006012	0,000366	0,011095	0,000033			
14112	0,002756	0,000328	0,000277	0,006044	0,000374	0,009787	0,000032			
14136	0,002514	0,000320	0,000266	0,006096	0,000373	0,009577	0,000032			
14160	0,002682	0,000320	0,000280	0,006166	0,000363	0,009818	0,000031			
14184	0,002004	0,000302	0,000221	0,006215	0,000373	0,009123	0,000032			
14208	0,002200	0,000298	0,000247	0,006152	0,000381	0,009285	0,000031			
14232	0,003189	0,000357	0,000317	0,006107	0,000368	0,010345	0,000032			
14256	0,002394	0,000305	0,000253	0,006203	0,000381	0,009543	0,000032			
14280	0,004057	0,000391	0,000375	0,006249	0,000379	0,011459	0,000032			
14304	0,003818	0,000386	0,000361	0,006152	0,000372	0,011095	0,000030			
14328	0,003951	0,000387	0,000372	0,006422	0,000377	0,011516	0,000032			
14352	0,003437	0,000379	0,000328	0,006327	0,000372	0,010850	0,000033			
14376	0,004013	0,000411	0,000371	0,006237	0,000380	0,011418	0,000033			
14400	0,001997	0,000296	0,000219	0,006347	0,000380	0,009245	0,000032			
14424	0,004216	0,000421	0,000388	0,006756	0,000405	0,012194	0,000037			
14448	0,003692	0,000388	0,000351	0,006711	0,000398	0,011549	0,000035			
14472	0,003836	0,000401	0,000356	0,006508	0,000396	0,011505	0,000033			
14496	0,004044	0,000412	0,000371	0,006481	0,000380	0,011695	0,000032			
14520	0,001671	0,000267	0,000197	0,006429	0,000386	0,008957	0,000034			
14544	0,004115	0,000334	0,000382	0,006882	0,000411	0,012131	0,000033			
14568	0,002946	0,000307	0,000291	0,006739	0,000400	0,010691	0,000036			
14592	0,003767	0,000325	0,000359	0,006582	0,000382	0,011423	0,000032			
14616	0,002068	0,000286	0,000227	0,006598	0,000388	0,009574	0,000032			
14640	0,002364	0,000292	0,000248	0,006591	0,000377	0,009879	0,000032			
14664	0,004096	0,000329	0,000376	0,006789	0,000403	0,012000	0,000033			
14688	0,002806	0,000307	0,000284	0,007098	0,000411	0,010915	0,000037			
14712	0,001856	0,000247	0,000211	0,006867	0,000396	0,009584	0,000032			
14736	0,003964	0,000329	0,000373	0,006755	0,000398	0,011827	0,000032			
14760	0,003629	0,000320	0,000340	0,006885	0,000389	0,011571	0,000034			
14784	0,003584	0,000317	0,000337	0,006978	0,000397	0,011622	0,000034			
14808	0,004185	0,000330	0,000382	0,007113	0,000415	0,012433	0,000035			
14832	0,001674	0,000253	0,000196	0,006884	0,000390	0,009405	0,000034			
14856	0,002344	0,000279	0,000246	0,006998	0,000393	0,010266	0,000032			
14880	0,003268	0,000315	0,000323	0,007328	0,000408	0,011650	0,000033			
14904	0,004230	0,000334	0,000380	0,007359	0,000422	0,012733	0,000035			
14928	0,002271	0,000305	0,000240	0,007416	0,000420	0,010660	0,000035			
14952	0,004123	0,000349	0,000375	0,007512	0,000428	0,012795	0,000035			
14976	0,003244	0,000314	0,000307	0,007290	0,000411	0,011573	0,000033			
15000	0,003620	0,000335	0,000338	0,007323	0,000403	0,012026	0,000034			
15024	0,004085	0,000340	0,000370	0,007534	0,000425	0,012761	0,000036			
15048	0,004073	0,000346	0,000372	0,007336	0,000406	0,012540	0,000033			
15072	0,003998	0,000345	0,000365	0,007329	0,000413	0,012457	0,000033			
15096	0,002609	0,000310	0,000267	0,007440	0,000412	0,011045	0,000034			
15120	0,003752	0,000338	0,000351	0,007303	0,000395	0,012146	0,000032			
15144	0,001864	0,000250	0,000211	0,007589	0,000416	0,010337	0,000033			
15168	0,004106	0,000345	0,000373	0,007657	0,000410	0,012898	0,000033			
15192	0,004281	0,000346	0,000382	0,007997	0,000426	0,013441	0,000037			
15216	0,004240	0,000345	0,000381	0,007905	0,000429	0,013309	0,000034			
15240	0,002293	0,000276	0,000241	0,007824	0,000416	0,011059	0,000033			
15264	0,004190	0,000347	0,000378	0,007980	0,000431	0,013335	0,000035			
15288	0,002969	0,000317	0,000296	0,008221	0,000464	0,012274	0,000038			
15312	0,004368	0,000484	0,000390	0,008250	0,000436	0,013937	0,000037			
15336	0,002602	0,000343	0,000264	0,008336	0,000450	0,012004	0,000037			
15360	0,001962	0,000320	0,000216	0,007901	0,000411	0,010818	0,000034			
15384	0,003912	0,000452	0,000347	0,007789	0,000408	0,012916	0,000033			
15408	0,004278	0,000484	0,000376	0,008076	0,000441	0,013664	0,000036			
15432	0,003018	0,000393	0,000299	0,008159	0,000440	0,012317	0,000036			
15456	0,002457	0,000345	0,000252	0,008154	0,000424	0,011639	0,000033			
15480	0,004407	0,000484	0,000388	0,008262	0,000432	0,013980	0,000034			
15504	0,004205	0,000479	0,000375	0,008191	0,000423	0,013681	0,000033			
15528	0,003059	0,000386	0,000297	0,008559	0,000454	0,012765	0,000037			
15552	0,004236	0,000482	0,000380	0,008374	0,000436	0,013916	0,000034			
15576	0,003996	0,000348	0,000367	0,008269	0,000425	0,013412	0,000034			
15600	0,004188	0,000347	0,000378	0,008508	0,000440	0,013867	0,000034			
15624	0,003659	0,000328	0,000334	0,008723	0,000441	0,013494	0,000035			
15648	0,004146	0,000350	0,000373	0,008512	0,000435	0,013823	0,000034			
15672	0,004290	0,000349	0,000387	0,008863	0,000452	0,014350	0,000037			
15696	0,001594	0,000264	0,000192	0,008538	0,000431	0,011026	0,000034			
15720	0,002912	0,000314	0,000290	0,008912	0,000466	0,012903	0,000036			
15744	0,003056	0,000323	0,000294	0,008751	0,000447	0,012879	0,000036			
15768	0,002429	0,000281	0,000253	0,008624	0,000440	0,012035	0,000033			
15792	0,004065	0,000348	0,000377	0,008678	0,000439	0,013914	0,000034			
15816	0,002513	0,000289	0,000254	0,008743	0,000436	0,012241	0,000033			
15840	0,004186	0,000347	0,000375	0,008668	0,000436	0,014019	0,000034			
15864	0,004300	0,000349	0,000385	0,009142	0,000459	0,014643	0,000035			
15888	0,004221	0,000350	0,000384	0,008942	0,000438	0,014343	0,000034			
15912	0,004142	0,000345	0,000372	0,008740	0,000439	0,014045	0,000035			
15936	0,003235	0,000321	0,000314	0,009190	0,000452	0,013519	0,000036			
15960	0,003230	0,000366	0,000310	0,009194	0,000457	0,013565	0,000037			
15984	0,004280	0,000428	0,000379	0,009307	0,000455	0,014856	0,000035			
16008	0,001819	0,000257	0,000208	0,009127	0,000440	0,011858	0,000034			
16032	0,002390	0,000337	0,000248	0,009115	0,000441	0,012538	0,000033			
16056	0,004220	0,000431	0,000377	0,008980	0,000443	0,014458	0,000033			
16080	0,002355	0,000299	0,000242	0,009255	0,000446	0,012604	0,000036			
16104	0,001826	0,000326	0,000207	0,009224	0,000444	0,012034	0,000035			
16128	0,004207	0,000430	0,000378	0,009067	0,000437	0,014526	0,000034			
16152	0,003481	0,000320	0,000327	0,009171	0,000446	0,013753	0,000035			
16176	0,004176	0,000335	0,000375	0,009336	0,000450	0,014680	0,000034			
16200	0,004041	0,000331	0,000364	0,009304	0,000447	0,014494	0,000034			
16224	0,001863	0,000272	0,000205	0,009240	0,000442	0,012029	0,000031			
16248	0,003084	0,000289	0,000297	0,009468	0,000440	0,013586	0,000034			
16272	0,002504	0,000287	0,000255	0,009663	0,000458	0,013175	0,000036			
16296	0,003936	0,000330	0,000359	0,009813	0,000457	0,014903	0,000033			
16320	0,002211	0,000249	0,000235	0,009743	0,000455	0,012901	0,000034			
16344	0,001995	0,000286	0,000219	0,009684	0,000461	0,012654	0,000034			
16368	0,003706	0,000325	0,000345	0,009717	0,000462	0,014562	0,000034			
16392	0,002841	0,000305	0,000281	0,009857	0,000463	0,013755	0,000068			
16416	0,003950	0,000332	0,000354	0,009687	0,000448	0,014777	0,000067			
16440	0,001866	0,000263	0,000210	0,009845	0,000470	0,012661	0,000070			
16464	0,003044	0,000314	0,000297	0,009745	0,000464	0,013872	0,000067			
16488	0,003366	0,000313	0,000314	0,009896	0,000465	0,014362	0,000067			
16512	0,004081	0,000334	0,000365	0,009916	0,000460	0,015163	0,000065			
16536	0,004107	0,000336	0,000362	0,010011	0,000459	0,015284	0,000066			
16560	0,004245	0,000334	0,000380	0,010030	0,000471	0,015468	0,000066			
16584	0,003533	0,000318	0,000325	0,010007	0,000467	0,014657	0,000067			
16608	0,002793	0,000288	0,000272	0,010237	0,000477	0,014075	0,000069			
16632	0,004506	0,000437	0,000383	0,010094	0,000469	0,015897	0,000066			
16656	0,002089	0,000315	0,000219	0,010232	0,000460	0,013321	0,000066			
16680	0,004235	0,000425	0,000361	0,010191	0,000456	0,015676	0,000065			
16704	0,003021	0,000343	0,000281	0,010268	0,000468	0,014390	0,000068			
16728	0,004131	0,000416	0,000348	0,010241	0,000458	0,015602	0,000065			
16752	0,002306	0,000311	0,000236	0,010282	0,000475	0,013617	0,000066			
16776	0,002603	0,000341	0,000259	0,010543	0,000471	0,014224	0,000066			
16800	0,004482	0,000434	0,000375	0,010440	0,000466	0,016206	0,000064			
16824	0,004549	0,000362	0,000378	0,010426	0,000467	0,016190	0,000068			
16848	0,004513	0,000360	0,000369	0,010552	0,000481	0,016282	0,000067			
16872	0,004497	0,000360	0,000371	0,010649	0,000482	0,016366	0,000070			
16896	0,004431	0,000361	0,000367	0,010716	0,000468	0,016351	0,000067			
16920	0,004541	0,000361	0,000372	0,010647	0,000476	0,016405	0,000066			
16944	0,004085	0,000354	0,000353	0,010614	0,000472	0,015885	0,000065			
16968	0,004446	0,000360	0,000372	0,010896	0,000477	0,016559	0,000068			
16992	0,002682	0,000305	0,000257	0,010924	0,000492	0,014668	0,000068			
17016	0,003562	0,000281	0,000315	0,010864	0,000472	0,015502	0,000065			
17040	0,002550	0,000282	0,000248	0,010821	0,000473	0,014382	0,000066			
17064	0,004208	0,000301	0,000358	0,010798	0,000482	0,016155	0,000067			
17088	0,004381	0,000300	0,000377	0,010998	0,000478	0,016541	0,000067			
